"Country Name","Country Code","Indicator Name","Indicator Code","Time Period","Value","Status",
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2014","251783763758.344",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2015","349657424173.857",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1995","21874306308",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1996","32882911900",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1997","32856070000",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","1998","34142263729.1578",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2016","365857934231.266",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2017","454789614933.454",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2018","474875709873.564",""
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","2019","513518247140.515",""
"Advanced Economies","110","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1995","17346368000",""
"Advanced Economies","110","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1996","15039285000",""
"Advanced Economies","110","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1997","10717107000",""
"Advanced Economies","110","Allocated Reserves, Claims in French francs, US Dollars","RAXGFXARFRF_USD","1998","12962472000",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","1999","183374834576.837",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2000","204385337107.529",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2001","214032723957.326",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2002","300140045831.431",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2003","362977330632.004",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2004","421876155525.386",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2005","391747584693.215",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2006","447548533660.397",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2007","532681129094.324",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2008","521759275791.852",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2009","627647759871.632",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2010","658171106537.274",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2011","684345914674.694",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2012","807757954520.634",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2013","848884599405.644",""
"Advanced Economies","110","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","2014","782052790361.155",""
"Advanced Economies","110","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1995","88115590000",""
"Advanced Economies","110","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1996","86654700000",""
"Advanced Economies","110","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1997","76931150000",""
"Advanced Economies","110","Allocated Reserves, Claims in ECUs, US Dollars","RAXGFXARECU_USD","1998","16541380000",""
"Advanced Economies","110","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1995","130499001000",""
"Advanced Economies","110","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1996","142454489000",""
"Advanced Economies","110","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1997","140002275000",""
"Advanced Economies","110","Allocated Reserves, Claims in Deutsche mark, US Dollars","RAXGFXARDEM_USD","1998","130543871000",""
"Advanced Economies","110","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2012","28289508478.2831",""
"Advanced Economies","110","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2013","53133814167.5533",""
"Advanced Economies","110","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","2014","56185016018.4485",""
"Advanced Economies","110","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2012","39719279216.1433",""
"Advanced Economies","110","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2013","54583372450.1861",""
"Advanced Economies","110","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","2014","54531607830.7362",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","1999","1012801735045.2",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2000","1110027865259.73",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2001","1125853842372.72",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2002","1286313908224.24",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2003","1566040788000.52",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2004","1836416228153.75",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2005","1834103460424.59",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2006","2001253169930.89",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2007","2183236193020.47",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2008","2224699072109.64",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2009","2459520978467.32",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2010","2745346408714.25",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2011","3060012778579.25",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2012","3313820178324.57",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2013","3423659519871",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","2014","3453364542945.21",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","1995","768304132000",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","1996","912934892000",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","1997","913980481000",""
"Advanced Economies","110","Allocated Reserves, US Dollars","RAXGFXAR_USD","1998","927308970000",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1999","1126703268002.95",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2000","1222509199599.62",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2001","1252612189999.96",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2002","1450484389489.55",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2003","1775880600909.78",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2004","2081409409595.42",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2005","2091131424797.29",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2006","2271671030476.91",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2007","2458547319479.12",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2008","2518432380981.49",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2009","2809626754733.53",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2010","3129125885576.47",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2011","3446222015787.17",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2012","3723273462648.49",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2013","3841846401618.11",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","2014","3876138133188.47",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1995","935656614757.891",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1996","1020220978354.17",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1997","1014298482561.91",""
"Advanced Economies","110","Total Foreign Exchange Reserves, US Dollars","RAXGFX_USD","1998","1027113819247.21",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1999","3171864564.29576",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2000","4086584363.88954",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2001","3849549072.96322",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2002","7314160366.49727",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2003","5015670541.64875",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2004","4418590733.14798",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2005","4143063163.97889",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2006","5717076481.65995",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2007","6395144268.131",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2008","5799366268.54934",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2009","5300188602.92664",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2010","6628492658.51628",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2011","4357200426.52101",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2012","12942498644.5572",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2013","16706466450.7737",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2014","16315653409.2401",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2015","19822937856.1057",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1995","3463651709",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1996","3704910000",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1997","4434727200",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","1998","4236631079.96558",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2016","13694351405.1672",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2017","17603769397.6559",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2018","14782384191.1969",""
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","2019","16564395542.9798",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1999","979782716126.656",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2000","1079916476607.91",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2001","1122676343403.84",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2002","1194245926719.02",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2003","1454944398446.72",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2004","1739173123163.51",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2005","1891335999377.72",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2006","2160670904379.55",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2007","2633502781910.38",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2008","2684267571281.56",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2009","2848309202381.2",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2010","3208610924876.06",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2011","3538078357940.12",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2012","3741924933096.57",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2013","3813459570407.92",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2014","4431383257346.97",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2015","4873915866604.1",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1995","610336682886",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1996","760041443000",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1997","828887083000",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","1998","888723959111.752",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2016","5502071959996.35",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2017","6280592674197.17",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2018","6623400522502.96",""
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","2019","6725907178998.15",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1999","22033790525.9205",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2000","22671770342.5967",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2001","20591348262.0927",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2002","28350004282.4416",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2003","44608237473.6344",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2004","49659952511.8339",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2005","49545634158.0778",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2006","60047274528.771",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2007","75647802713.6329",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2008","92506218613.2473",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2009","132153615958.466",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2010","220075576662.59",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2011","300988639290.224",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2012","195589209535.53",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2013","173907797115.268",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2014","189506237273.996",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2015","209646064935.747",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1995","50415217730",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1996","54947531000",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1997","49175820000",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","1998","57763702528.7132",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2016","196725840145.948",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2017","243498560902.249",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2018","264971264453.17",""
"World","001","Allocated Reserves, Claims in other currencies, US Dollars","RAXGFXAROC_USD","2019","280463322302.629",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1999","403001172351.545",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2000","418643270435.277",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2001","480407750740.543",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2002","612770076565.952",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2003","802730670198.451",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2004","1094382079023.96",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2005","1477503647294.86",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2006","1931911184924.81",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2007","2583332933616.67",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2008","3138180252327.83",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2009","3582923587258.38",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2010","4110366962187.87",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2011","4561510912900.93",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2012","4865966446022.99",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2013","5473741560278.57",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2014","4805948821076.37",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2015","3518894679343.75",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1995","354613690889.457",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1996","340062876575.789",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1997","342956881534.888",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","1998","361036853704.689",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2016","2307529027236.79",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2017","1444744665743.14",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2018","708911672280.098",""
"World","001","Unallocated Reserves, US Dollars","RAXGFXUR_USD","2019","749920269625.496",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","1999","89.8907248969252",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2000","90.7991420942493",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2001","89.8804794780703",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2002","88.681678861564",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2003","88.1839008319731",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2004","88.2294573901589",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2005","87.7086652075146",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2006","88.0960818305964",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2007","88.8018780733909",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2008","88.3366608891293",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2009","87.5390645509633",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2010","87.7352496864629",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2011","88.7932572121386",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2012","89.0028683514248",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2013","89.1149505203806",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","2014","89.092917338952",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","1995","82.1138994671464",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","1996","89.4840344758205",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","1997","90.1096173082579",""
"Advanced Economies","110","Shares of Allocated Reserves, Percent","RAXGFXARRT_PT","1998","90.2829805833635",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","1999","10.1092751030748",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2000","9.2008579057507",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2001","10.1195205219297",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2002","11.318321138436",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2003","11.8160991680269",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2004","11.7705426098412",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2005","12.2913347924854",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2006","11.9039181694036",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2007","11.1981219266091",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2008","11.6633391108707",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2009","12.4609354490367",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2010","12.2647503135372",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2011","11.2067427878614",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2012","10.9971316485752",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2013","10.8850494796194",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","2014","10.9070826610479",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","1995","17.8861005328536",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","1996","10.5159655241795",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","1997","9.89038269174208",""
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","1998","9.71701941663653",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","2012","1.19859488683013",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","2013","1.59429908650036",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Australian dollars, Percent","RAXGFXARAUDRT_PT","2014","1.57908634181519",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","2012","0.853682667011398",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","2013","1.55195964607939",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Canadian dollars, Percent","RAXGFXARCADRT_PT","2014","1.62696452458885",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Deutsche mark, Percent","RAXGFXARDEMRT_PT","1995","16.9853311422774",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Deutsche mark, Percent","RAXGFXARDEMRT_PT","1996","15.6040140702608",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Deutsche mark, Percent","RAXGFXARDEMRT_PT","1997","15.3178626798267",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of Deutsche mark, Percent","RAXGFXARDEMRT_PT","1998","14.077710366589",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of ECUs, Percent","RAXGFXARECURT_PT","1995","11.468842393262",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of ECUs, Percent","RAXGFXARECURT_PT","1996","9.49188170584239",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of ECUs, Percent","RAXGFXARECURT_PT","1997","8.41715458910331",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of ECUs, Percent","RAXGFXARECURT_PT","1998","1.78380459319832",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","1999","18.1056990950606",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2000","18.4126312054072",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2001","19.010702446621",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2002","23.3333437438903",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2003","23.178025337095",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2004","22.9727960937005",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2005","21.3590777808427",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2006","22.3634141039663",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2007","24.3986945066795",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2008","23.453027078268",""
"Advanced Economies","110","Shares of Allocated Reserves, Shares of euro, Percent","RAXGFXAREURORT_PT","2009","25.51910576761",""
